Time,Volume,Price
2018-03-15 10:17:30,273,59.73
2018-03-15 10:18:00,138,59.38
2018-03-15 10:18:30,244,59.44
2018-03-15 10:19:00,222,59.22
2018-03-15 10:19:30,194,59.94
2018-03-15 10:20:00,188,59.88
2018-03-15 10:20:30,268,59.68
2018-03-15 10:21:00,203,59.03
2018-03-15 10:21:30,106,59.06
2018-03-15 10:22:00,248,59.48
2018-03-15 10:22:30,187,59.87
2018-03-15 10:23:00,271,59.71
2018-03-15 10:23:30,114,59.14
2018-03-15 10:24:00,111,59.11
2018-03-15 10:24:30,235,59.35
2018-03-15 10:25:00,235,59.35
2018-03-15 10:25:30,104,59.04
2018-03-15 10:26:00,198,59.98
2018-03-15 10:26:30,183,59.83
2018-03-15 10:27:00,116,59.16
2018-03-15 10:27:30,270,59.70
2018-03-15 10:28:00,220,59.20
2018-03-15 10:28:30,250,59.50
2018-03-15 10:29:00,205,59.05
2018-03-15 10:29:30,220,59.20
2018-03-15 10:30:00,126,59.26
2018-03-15 10:30:30,181,59.81
2018-03-15 10:31:00,246,59.46
2018-03-15 10:31:30,212,59.12
2018-03-15 10:32:00,285,59.85
2018-03-15 10:32:30,202,59.02
2018-03-15 10:33:00,222,59.22
2018-03-15 10:33:30,211,59.11
2018-03-15 10:34:00,233,59.33
2018-03-15 10:34:30,216,59.16
2018-03-15 10:35:00,250,59.50
2018-03-15 10:35:30,117,59.17
2018-03-15 10:36:00,237,59.37
2018-03-15 10:36:30,252,59.52
2018-03-15 10:37:00,258,59.58
2018-03-15 10:37:30,203,59.03
2018-03-15 10:38:00,243,59.43
2018-03-15 10:38:30,202,59.02
2018-03-15 10:39:00,230,59.30
2018-03-15 10:39:30,225,59.25
2018-03-15 10:40:00,125,59.25
2018-03-15 10:40:30,283,59.83
2018-03-15 10:41:00,136,59.36
2018-03-15 10:41:30,211,59.11
2018-03-15 10:42:00,235,59.35
2018-03-15 10:42:30,137,59.37
2018-03-15 10:43:00,124,59.24
2018-03-15 10:43:30,224,59.24
2018-03-15 10:44:00,181,59.81
2018-03-15 10:44:30,257,59.57
2018-03-15 10:45:00,271,59.71
2018-03-15 10:45:30,211,59.11
2018-03-15 10:46:00,296,59.96
2018-03-15 10:46:30,230,59.30
2018-03-15 10:47:00,128,59.28
2018-03-15 10:47:30,252,59.52
2018-03-15 10:48:00,295,59.95
2018-03-15 10:48:30,134,59.34
2018-03-15 10:49:00,257,59.57
2018-03-15 10:49:30,245,59.45
2018-03-15 10:50:00,141,59.41
2018-03-15 10:50:30,112,59.12
2018-03-15 10:51:00,271,59.71
2018-03-15 10:51:30,251,59.51
2018-03-15 10:52:00,215,59.15
2018-03-15 10:52:30,124,59.24
2018-03-15 10:53:00,214,59.14
2018-03-15 10:53:30,209,59.09
2018-03-15 10:54:00,160,59.60
2018-03-15 10:54:30,297,59.97
2018-03-15 10:55:00,291,59.91
2018-03-15 10:55:30,261,59.61
2018-03-15 10:56:00,118,59.18
2018-03-15 10:56:30,127,59.27
2018-03-15 10:57:00,177,59.77
2018-03-15 10:57:30,103,59.03
2018-03-15 10:58:00,144,59.44
2018-03-15 10:58:30,221,59.21
2018-03-15 10:59:00,268,59.68
2018-03-15 10:59:30,204,59.04
2018-03-15 11:00:00,117,59.17
2018-03-15 11:00:30,290,59.90
2018-03-15 11:01:00,292,59.92
2018-03-15 11:01:30,115,59.15
2018-03-15 11:02:00,129,59.29
2018-03-15 11:02:30,254,59.54
2018-03-15 11:03:00,189,59.89
2018-03-15 11:03:30,180,59.80
2018-03-15 11:04:00,112,59.12
2018-03-15 11:04:30,268,59.68
2018-03-15 11:05:00,223,59.23
2018-03-15 11:05:30,224,59.24
2018-03-15 11:06:00,197,59.97
2018-03-15 11:06:30,277,59.77
2018-03-15 11:07:00,113,59.13
2018-03-15 11:07:30,293,59.93
2018-03-15 11:08:00,259,59.59
2018-03-15 11:08:30,225,59.25
2018-03-15 11:09:00,247,59.47
2018-03-15 11:09:30,265,59.65
2018-03-15 11:10:00,235,59.35
2018-03-15 11:10:30,123,59.23
2018-03-15 11:11:00,180,59.80
2018-03-15 11:11:30,254,59.54
2018-03-15 11:12:00,184,59.84
2018-03-15 11:12:30,217,59.17
2018-03-15 11:13:00,232,59.32
2018-03-15 11:13:30,152,59.52
2018-03-15 11:14:00,253,59.53
2018-03-15 11:14:30,138,59.38
2018-03-15 11:15:00,141,59.41
2018-03-15 11:15:30,254,59.54
2018-03-15 11:16:00,120,59.20
2018-03-15 11:16:30,189,59.89
2018-03-15 11:17:00,238,59.38
2018-03-15 11:17:30,196,59.96
2018-03-15 11:18:00,222,59.22
2018-03-15 11:18:30,212,59.12
2018-03-15 11:19:00,186,59.86
2018-03-15 11:19:30,215,59.15
2018-03-15 11:20:00,238,59.38
2018-03-15 11:20:30,181,59.81
2018-03-15 11:21:00,110,59.10
2018-03-15 11:21:30,278,59.78
2018-03-15 11:22:00,124,59.24
2018-03-15 11:22:30,197,59.97
2018-03-15 11:23:00,269,59.69
2018-03-15 11:23:30,117,59.17
2018-03-15 11:24:00,120,59.20
2018-03-15 11:24:30,258,59.58
2018-03-15 11:25:00,164,59.64
2018-03-15 11:25:30,269,59.69
2018-03-15 11:26:00,158,59.58
2018-03-15 11:26:30,163,59.63
2018-03-15 11:27:00,139,59.39
2018-03-15 11:27:30,280,59.80
2018-03-15 11:28:00,178,59.78
2018-03-15 11:28:30,103,59.03
2018-03-15 11:29:00,120,59.20
2018-03-15 11:29:30,166,59.66
2018-03-15 13:00:00,225,59.25
2018-03-15 13:00:30,150,59.50
2018-03-15 13:01:00,224,59.24
2018-03-15 13:01:30,195,59.95
2018-03-15 13:02:00,201,59.01
2018-03-15 13:02:30,205,59.05
2018-03-15 13:03:00,182,59.82
2018-03-15 13:03:30,262,59.62
2018-03-15 13:04:00,179,59.79
2018-03-15 13:04:30,115,59.15
2018-03-15 13:05:00,264,59.64
2018-03-15 13:05:30,222,59.22
2018-03-15 13:06:00,255,59.55
2018-03-15 13:06:30,228,59.28
2018-03-15 13:07:00,241,59.41
2018-03-15 13:07:30,266,59.66
2018-03-15 13:08:00,297,59.97
2018-03-15 13:08:30,157,59.57
2018-03-15 13:09:00,287,59.87
2018-03-15 13:09:30,158,59.58
2018-03-15 13:10:00,299,59.99
2018-03-15 13:10:30,230,59.30
2018-03-15 13:11:00,230,59.30
2018-03-15 13:11:30,181,59.81
2018-03-15 13:12:00,171,59.71
2018-03-15 13:12:30,293,59.93
2018-03-15 13:13:00,237,59.37
2018-03-15 13:13:30,270,59.70
2018-03-15 13:14:00,152,59.52
2018-03-15 13:14:30,132,59.32
2018-03-15 13:15:00,219,59.19
2018-03-15 13:15:30,145,59.45
2018-03-15 13:16:00,204,59.04
2018-03-15 13:16:30,118,59.18
2018-03-15 13:17:00,226,59.26
2018-03-15 13:17:30,221,59.21
2018-03-15 13:18:00,141,59.41
2018-03-15 13:18:30,124,59.24
2018-03-15 13:19:00,124,59.24
2018-03-15 13:19:30,165,59.65
2018-03-15 13:20:00,124,59.24
2018-03-15 13:20:30,239,59.39
2018-03-15 13:21:00,275,59.75
2018-03-15 13:21:30,119,59.19
2018-03-15 13:22:00,153,59.53
2018-03-15 13:22:30,242,59.42
2018-03-15 13:23:00,229,59.29
2018-03-15 13:23:30,295,59.95
2018-03-15 13:24:00,217,59.17
2018-03-15 13:24:30,201,59.01
2018-03-15 13:25:00,140,59.40
2018-03-15 13:25:30,260,59.60
2018-03-15 13:26:00,240,59.40
2018-03-15 13:26:30,296,59.96
2018-03-15 13:27:00,126,59.26
2018-03-15 13:27:30,271,59.71
2018-03-15 13:28:00,254,59.54
2018-03-15 13:28:30,254,59.54
2018-03-15 13:29:00,133,59.33
2018-03-15 13:29:30,271,59.71
2018-03-15 13:30:00,146,59.46
2018-03-15 13:30:30,120,59.20
2018-03-15 13:31:00,253,59.53
2018-03-15 13:31:30,208,59.08
2018-03-15 13:32:00,234,59.34
2018-03-15 13:32:30,280,59.80
2018-03-15 13:33:00,266,59.66
2018-03-15 13:33:30,228,59.28
2018-03-15 13:34:00,281,59.81
2018-03-15 13:34:30,169,59.69
2018-03-15 13:35:00,280,59.80
2018-03-15 13:35:30,266,59.66
2018-03-15 13:36:00,224,59.24
2018-03-15 13:36:30,149,59.49
2018-03-15 13:37:00,103,59.03
2018-03-15 13:37:30,238,59.38
2018-03-15 13:38:00,235,59.35
2018-03-15 13:38:30,112,59.12
2018-03-15 13:39:00,269,59.69
2018-03-15 13:39:30,114,59.14
2018-03-15 13:40:00,250,59.50
2018-03-15 13:40:30,156,59.56
2018-03-15 13:41:00,123,59.23
2018-03-15 13:41:30,144,59.44
2018-03-15 13:42:00,154,59.54
2018-03-15 13:42:30,182,59.82
2018-03-15 13:43:00,154,59.54
2018-03-15 13:43:30,117,59.17
2018-03-15 13:44:00,131,59.31
2018-03-15 13:44:30,204,59.04
2018-03-15 13:45:00,269,59.69
2018-03-15 13:45:30,166,59.66
2018-03-15 13:46:00,228,59.28
2018-03-15 13:46:30,184,59.84
2018-03-15 13:47:00,222,59.22
2018-03-15 13:47:30,212,59.12
2018-03-15 13:48:00,137,59.37
2018-03-15 13:48:30,203,59.03
2018-03-15 13:49:00,234,59.34
2018-03-15 13:49:30,194,59.94
2018-03-15 13:50:00,280,59.80
2018-03-15 13:50:30,120,59.20
2018-03-15 13:51:00,209,59.09
2018-03-15 13:51:30,273,59.73
2018-03-15 13:52:00,133,59.33
2018-03-15 13:52:30,202,59.02
2018-03-15 13:53:00,243,59.43
2018-03-15 13:53:30,243,59.43
2018-03-15 13:54:00,110,59.10
2018-03-15 13:54:30,207,59.07
2018-03-15 13:55:00,239,59.39
2018-03-15 13:55:30,128,59.28
2018-03-15 13:56:00,285,59.85
2018-03-15 13:56:30,233,59.33
2018-03-15 13:57:00,162,59.62
2018-03-15 13:57:30,287,59.87
2018-03-15 13:58:00,233,59.33
2018-03-15 13:58:30,278,59.78
2018-03-15 13:59:00,112,59.12
2018-03-15 13:59:30,279,59.79
2018-03-15 14:00:00,251,59.51
2018-03-15 14:00:30,108,59.08
2018-03-15 14:01:00,270,59.70
2018-03-15 14:01:30,296,59.96
2018-03-15 14:02:00,154,59.54
2018-03-15 14:02:30,215,59.15
2018-03-15 14:03:00,266,59.66
2018-03-15 14:03:30,207,59.07
2018-03-15 14:04:00,161,59.61
2018-03-15 14:04:30,176,59.76
2018-03-15 14:05:00,160,59.60
2018-03-15 14:05:30,160,59.60
2018-03-15 14:06:00,271,59.71
2018-03-15 14:06:30,102,59.02
2018-03-15 14:07:00,271,59.71
2018-03-15 14:07:30,197,59.97
2018-03-15 14:08:00,122,59.22
2018-03-15 14:08:30,210,59.10
2018-03-15 14:09:00,197,59.97
2018-03-15 14:09:30,235,59.35
2018-03-15 14:10:00,283,59.83
2018-03-15 14:10:30,112,59.12
2018-03-15 14:11:00,282,59.82
2018-03-15 14:11:30,176,59.76
2018-03-15 14:12:00,109,59.09
2018-03-15 14:12:30,149,59.49
2018-03-15 14:13:00,263,59.63
2018-03-15 14:13:30,260,59.60
2018-03-15 14:14:00,288,59.88
2018-03-15 14:14:30,116,59.16
2018-03-15 14:15:00,178,59.78
2018-03-15 14:15:30,210,59.10
2018-03-15 14:16:00,135,59.35
2018-03-15 14:16:30,134,59.34
2018-03-15 14:17:00,235,59.35
2018-03-15 14:17:30,212,59.12
2018-03-15 14:18:00,137,59.37
2018-03-15 14:18:30,268,59.68
2018-03-15 14:19:00,113,59.13
2018-03-15 14:19:30,227,59.27
2018-03-15 14:20:00,291,59.91
2018-03-15 14:20:30,237,59.37
2018-03-15 14:21:00,261,59.61
2018-03-15 14:21:30,233,59.33
2018-03-15 14:22:00,184,59.84
2018-03-15 14:22:30,220,59.20
2018-03-15 14:23:00,146,59.46
2018-03-15 14:23:30,255,59.55
2018-03-15 14:24:00,257,59.57
2018-03-15 14:24:30,137,59.37
2018-03-15 14:25:00,186,59.86
2018-03-15 14:25:30,133,59.33
2018-03-15 14:26:00,199,59.99
2018-03-15 14:26:30,194,59.94
2018-03-15 14:27:00,261,59.61
2018-03-15 14:27:30,129,59.29
2018-03-15 14:28:00,152,59.52
2018-03-15 14:28:30,265,59.65
2018-03-15 14:29:00,287,59.87
2018-03-15 14:29:30,195,59.95
2018-03-15 14:30:00,202,59.02
2018-03-15 14:30:30,188,59.88
2018-03-15 14:31:00,168,59.68
2018-03-15 14:31:30,201,59.01
2018-03-15 14:32:00,144,59.44
2018-03-15 14:32:30,106,59.06
2018-03-15 14:33:00,162,59.62
2018-03-15 14:33:30,103,59.03
2018-03-15 14:34:00,227,59.27
2018-03-15 14:34:30,133,59.33
2018-03-15 14:35:00,202,59.02
2018-03-15 14:35:30,193,59.93
2018-03-15 14:36:00,217,59.17
2018-03-15 14:36:30,131,59.31
2018-03-15 14:37:00,223,59.23
2018-03-15 14:37:30,128,59.28
2018-03-15 14:38:00,207,59.07
2018-03-15 14:38:30,190,59.90
2018-03-15 14:39:00,129,59.29
2018-03-15 14:39:30,128,59.28
2018-03-15 14:40:00,238,59.38
2018-03-15 14:40:30,111,59.11
2018-03-15 14:41:00,195,59.95
2018-03-15 14:41:30,269,59.69
2018-03-15 14:42:00,255,59.55
2018-03-15 14:42:30,231,59.31
2018-03-15 14:43:00,111,59.11
2018-03-15 14:43:30,232,59.32
2018-03-15 14:44:00,113,59.13
2018-03-15 14:44:30,192,59.92
2018-03-15 14:45:00,257,59.57
2018-03-15 14:45:30,297,59.97
2018-03-15 14:46:00,159,59.59
2018-03-15 14:46:30,123,59.23
2018-03-15 14:47:00,146,59.46
2018-03-15 14:47:30,125,59.25
2018-03-15 14:48:00,156,59.56
2018-03-15 14:48:30,288,59.88
2018-03-15 14:49:00,261,59.61
2018-03-15 14:49:30,256,59.56
2018-03-15 14:50:00,166,59.66
2018-03-15 14:50:30,103,59.03
2018-03-15 14:51:00,188,59.88
2018-03-15 14:51:30,104,59.04
2018-03-15 14:52:00,104,59.04
2018-03-15 14:52:30,231,59.31
2018-03-15 14:53:00,237,59.37
2018-03-15 14:53:30,138,59.38
2018-03-15 14:54:00,181,59.81
2018-03-15 14:54:30,104,59.04
2018-03-15 14:55:00,159,59.59
2018-03-15 14:55:30,146,59.46
2018-03-15 14:56:00,118,59.18
2018-03-15 14:56:30,249,59.49
2018-03-15 14:57:00,205,59.05
2018-03-15 14:57:30,172,59.72
2018-03-15 14:58:00,140,59.40
2018-03-15 14:58:30,222,59.22
2018-03-15 14:59:00,104,59.04
2018-03-15 14:59:30,146,59.46
